timestamp,open,high,low,close,volume,SMA_7,SMA_20,SMA_50,EMA_7,EMA_12,EMA_26,MACD_6_13_9,MACDh_6_13_9,MACDs_6_13_9,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_7,RSI_14,ADX_14,DMP_14,DMN_14,ATRr_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,OBV,MFI_14,STOCHk_14_3_3,STOCHd_14_3_3,K_9_3,D_9_3,J_9_3,UO_7_14_28,TRIX_15_9,TRIXs_15_9,return
2017-10-05,4208.59,4355.0,4110.0,4292.43,779.138638,4303.242857142856,4009.9584999999997,4159.1842,4252.317773220926,4185.944494307581,4119.640959004307,89.67531752503692,11.490453875537781,78.18486364949914,66.30353530327466,52.62664726658339,13.67688803669127,59.83704659294167,55.33584182993051,23.97158829827892,18.574928556126316,23.298185320742867,300.6223530737521,3472.8570604459755,4009.9584999999997,4547.059939554024,26.788378959733585,0.7629591723255735,-611.059259,56.22501769386317,72.41780925687448,77.62903762102015,67.77271715239578,74.7971683626081,53.723814731971146,58.65668810963495,0.005213666579706455,-0.24295979280188648,0.019921161244027097
2017-10-06,4318.99,4417.0,4292.0,4369.0,506.529176,4331.001428571429,4042.661,4160.8626,4281.4883299156945,4214.106879798723,4138.111999078062,91.71460673566253,10.823794468930714,80.89081226673181,75.99488072066106,49.85439414717583,26.140486573485227,64.42449787107333,57.37818294003371,22.684335876942875,19.56183238539422,22.55707281920906,287.761649258225,3501.7577747591035,4042.661,4583.564225240896,26.75976171343065,0.8016611704012876,-104.53008299999999,62.04870108729987,74.05706603585585,73.88555990049575,67.98235385494824,72.5255633897623,58.89593478532012,58.04085578312572,0.056227593084146044,-0.1842566527454539,0.017838380590947223
2017-10-07,4369.0,4479.5,4312.56,4423.0,297.5975,4337.357142857143,4078.8115000000007,4167.155199999999,4316.866247436771,4246.244282906611,4159.214813961168,96.93398352846725,12.834537009388342,84.09944651907891,87.02946894544311,48.71118589756631,38.318283047876804,67.48061535001249,58.80870439195925,21.183180052104525,20.34392466367141,21.5702214953544,278.92986693046953,3537.705472856518,4078.8115000000007,4619.917527143483,26.53253415331807,0.818041643166481,193.06741700000003,60.7801680314536,80.27828708803226,75.5843874602542,71.07477073977235,72.04196582032766,69.1403805786617,54.09482493086578,0.1058795319481165,-0.12443698472994758,0.012359807736324058
2017-10-08,4425.0,4658.0,4425.0,4640.0,518.462004,4374.717142857143,4109.061,4177.1556,4397.649685577579,4306.822085536363,4194.828531445526,127.17303121677742,34.4588677581588,92.71416345861861,111.99355409083728,58.94021683436837,53.05333725646891,76.81734742452464,64.0328901707329,20.195022640901772,23.802943572884306,20.22860885959968,275.7240464129731,3515.985628874202,4109.061,4702.136371125797,28.866710478418188,0.9476151142410048,711.529421,66.22527156331294,88.17769303835682,80.83768205408164,79.62162341735468,74.56851842037241,89.72783341131924,57.027448938405136,0.16263962438682888,-0.06369427361649176,0.04906172281257071
2017-10-09,4640.0,4889.98,4550.0,4786.95,646.463145,4432.852857142857,4152.9065,4191.1688,4494.974764183184,4380.687918530769,4238.68938096808,161.48885505791532,55.01975327943735,106.46910177847796,141.9985375626893,71.15616024497632,70.84237731771299,81.1036847767975,67.0779419161255,20.18891695277093,27.7280825587458,18.44154516304472,280.4059365982593,3498.663798908882,4152.9065,4807.149201091118,31.507701947593468,0.9845629144525183,1357.992566,66.42359182678565,91.17823486318868,86.54473832985924,82.01131127744004,77.04944941704825,91.93503499822364,61.794587262690825,0.22830765388301977,-0.0026504484651110635,0.03167025862068962
2017-10-10,4786.95,4960.0,4680.59,4783.06,1043.221773,4500.432857142858,4197.0595,4206.51,4566.996073137388,4442.5913156798815,4279.013130525999,175.35144699910506,55.10587617650168,120.24557082260338,163.57818515388226,74.1886462689354,89.38953888494686,80.6431973665243,66.91643666892281,20.42729033941633,27.53459188810114,17.104181351566904,280.3334734888957,3499.3045935614996,4197.0595,4894.814406438501,33.249702866423526,0.9199185807170314,314.7707929999999,68.51302277855171,90.6751143199353,90.01034740716027,81.0687173172257,78.38920539972987,86.42774115221735,60.81974859944273,0.29622885229469986,0.05807211165498069,-0.0008126259935865576
2017-10-11,4783.06,4881.61,4710.0,4821.43,753.429396,4587.981428571429,4257.6314999999995,4222.1386,4630.604554853041,4500.874190190669,4319.192157894444,182.16297484068673,49.53392321446668,132.62905162622005,181.68203229622486,73.83399472902241,107.84803756720245,81.83036581623398,67.74148272136917,20.646990572344155,26.274306636134632,16.321306210655315,272.43339722571784,3563.928663469112,4257.6314999999995,4951.334336530887,32.586325826032045,0.9063688875913202,1068.200189,61.73994917319717,86.6901526877366,89.51450062362021,81.94502723418393,79.57447935395858,86.68612299463462,63.169571861302714,0.3636957119616646,0.11810172008137733,0.008022061190952945
2017-10-12,4821.43,5439.99,4810.16,5430.0,1276.701482,4750.4914285714285,4349.338,4248.4583999999995,4830.4534161397805,4643.816622469028,4401.474220272634,265.8366459746876,106.56607547877405,159.27057049591355,242.34240219639378,107.59549170335305,134.74691049304073,91.48909508318775,77.37769234347725,22.41139624858644,35.83071636271352,13.820990675109755,298.3705917437249,3552.5398949420137,4349.338,5146.136105057985,36.63997164892615,1.1781278677371836,2344.9016709999996,64.04141014603539,89.76882522828139,89.04469741198443,87.71297368063536,82.28731081054349,98.56429942081911,71.96808511024607,0.455911846065038,0.18065857276994896,0.1262218885268478
2017-10-13,5439.99,5846.17,5379.84,5649.98,1879.82762,4933.488571428571,4442.837,4275.1378,5035.335062104836,4798.610988243023,4493.956129882068,337.6406631598029,142.69607413111146,194.94458902869144,304.6548583609547,135.92635829433115,168.72850006662352,93.04765813541471,79.73426842121366,24.769058515979037,41.41172569638265,12.316523421384897,310.54591108990206,3508.2655800411003,4442.837,5377.408419958901,42.07092990172271,1.1458270466119571,4224.729291,78.48444374143062,91.42709970656769,89.29535920752856,88.04192888808977,84.2055168431611,95.71475297794709,69.45520934989133,0.5694674404897349,0.2492857689658839,0.04051197053406996
2017-10-14,5650.0,5900.0,5580.01,5869.99,970.759046,5140.2014285714295,4553.335499999999,4306.924,5243.998796578627,4963.438528513327,4595.884564705619,399.25105477682064,163.44517259850335,235.8058821783173,367.553963807708,159.06037099286755,208.49359281484044,94.27166315495006,81.77867987421585,27.0288221405293,39.58102515805502,11.399545584002563,311.22978417921024,3500.065966129873,4553.335499999999,5606.605033870126,46.263647116278904,1.1250320823208917,5195.488337,79.4153035869262,95.45064099897837,92.21552197794249,91.40585475146423,86.6056294849084,101.00630528457589,71.29657432744662,0.7005440024904441,0.32654469517818807,0.038939960849418975
